"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Silva.ref"
"Zotu.1173","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_mojavensis","AB021191.BcsMoja9_99.74_Bacillus_mojavensis_1471_100"
"Zotu.1174","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_intermedius","AM419988.UncSt240_97.15_Streptococcus_intermedius_1478_96.888"
"Zotu.1175","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas_boonkerdii","AB231993.I6HPro26_97.95_Rhodopseudomonas_boonkerdii_1408_98.153"
"Zotu.1176","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Nocardia_coeliaca","AB046362.Rd4Ery10_99.93_Nocardia_coeliaca_1439_99.514"
"Zotu.1177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_aminovorans","AJFB01000674.IHKDeni7_96.95_Paracoccus_aminovorans_1384_98.049"
"Zotu.1178","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Anoxybacillus_rupiensis","AJ879076.GKSRupie_95.91_Anoxybacillus_rupiensis_1476_99.932"
"Zotu.1179","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","RB41","RB41_unclass","FN811241.UncAcid9_89.25_Pyrinomonas_methylaliphatogenes_1416_87.218"
"Zotu.1180","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_fermentans","KC484764.UncB3818_95.95_Acidaminococcus_fermentans_1479_98.58"
"Zotu.1181","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus_thermosphaericus","AB101594.UbcTherm_97.65_Ureibacillus_thermosphaericus_1474_100"
"Zotu.1182","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonospora","Actinomadura_amylolytica","AB859253.H2XSpe11_99.87_Actinomadura_amylolytica_1439_100"
"Zotu.1183","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_unclass","EF058199.GQTSp408_95.7_Streptomyces_lopnurensis_1457_95.676"
"Zotu.1184","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclass","Coriobacteriaceae_unclass","AM405728.Unc74152_91.78_Gordonibacter_urolithinfaciens_1433_90.928"
"Zotu.1185","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora_chaiyaphumensis","AB196709.GQQChai6_99.37_Micromonospora_chaiyaphumensis_1436_99.93"
"Zotu.1186","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","Jatrophihabitans_unclass","ATXA01000001.I4ASpeci_94.46_Jatrophihabitans_endophyticus_1445_95.917"
"Zotu.1187","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella","Ezakiella_unclass","FM873179.Unc45642_87.8_Fenollaria_massiliensis_1098_98.087"
"Zotu.1188","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","Longicatena_caecimuris","HZ485566.Unid3137_96.9_Longicatena_caecimuris_1427_99.86"
"Zotu.1189","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerospora","Anaerospora_unclass","GQ480042.UncBa202_88.35_Propionispora_hippei_1424_91.433"
"Zotu.1190","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium","Planococcus_maritimus","AB637234.Unc12085_97.22_Planococcus_maritimus_Planococcus_rifietoensis_1477_97.36"
"Zotu.1191","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Yonghaparkia","Yonghaparkia_alkaliphila","AB008510.IAJBact4_100_Yonghaparkia_alkaliphila_1445_99.17"
"Zotu.1192","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus","Craurococcus_unclass","HM362532.Unc00dia_93.99_Belnapia_moabensis_1417_93.719"
"Zotu.1193","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass","KF193202.FNWEnd42_92.07_Povalibacter_uvarum_1462_89.877"
"Zotu.1194","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus","Opitutus_unclass","FR749742.UncVer76_94.67_Opitutus_terrae_1481_95.138"
"Zotu.1195","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_mandelii","JQ684332.Unc04riy_99.4_Pseudomonas_mandelii_1460_99.589"
"Zotu.1196","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadales_fa","Bradymonadales_ge","Bradymonadales_ge_unclass","JN825507.UncD1519_87.6_Pelobacter_acetylenicus_1493_84.327"
"Zotu.1197","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_umsongensis","AB330402.F1NSp972_99.13_Pseudomonas_umsongensis_1455_99.313"
"Zotu.1198","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","Conexibacter_arvalis","JF806520.GVYSpeci_98.03_Conexibacter_arvalis_1469_98.911"
"Zotu.1199","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","Eubacterium_ventriosum","AJWY01001902.G7WHuG13_92.21_Eubacterium_ventriosum_1453_99.036"
"Zotu.1200","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","Ruminococcus_callidus","AWVF01000032.Ru2Calli_97.92_Ruminococcus_callidus_1371_100"
"Zotu.1201","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","p35j06ok","p35j06ok_ge","p35j06ok_ge_unclass","FJ479378.Unc17973_91.43_Conexibacter_arvalis_1474_94.301"
"Zotu.1202","Bacteria","Chloroflexi","S085","S085_or","S085_fa","S085_ge","S085_ge_unclass","JX227601.Unc72946_91.51_Dehalogenimonas_lykanthroporepellens_1418_83.992"
"Zotu.1203","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea","Flavitalea_unclass","AF385548.IC1Speci_100_Flavitalea_gansuensis_1437_93.389"
"Zotu.1204","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Dyadobacter_hamtensis","DQ248293.UncuS756_95.17_Dyadobacter_hamtensis_1432_97.835"
"Zotu.1205","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AC185461.ZeaMays0_99.74_Caedibacter_caryophilus_918_78.649"
"Zotu.1206","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas_boonkerdii","AB682462.Rd9Boonk_98.8_Rhodopseudomonas_boonkerdii_1408_100"
"Zotu.1207","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Sellimonas_unclass","EU009803.Unc75688_93.9_[Eubacterium]_contortum_1461_94.319"
"Zotu.1208","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium_squillarum","AB617574.I0ZSpec9_97.01_Brachybacterium_squillarum_1445_97.785"
"Zotu.1209","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinaceae_unclass","Sandaracinaceae_unclass","HQ120302.UncB8623_90.11_Sandaracinus_amylolyticus_1477_89.37"
"Zotu.1210","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia_unclass","AB606316.Unc30692_91.31_Roseburia_inulinivorans_1444_91.759"
"Zotu.1211","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_composti","EF122436.HJSCompo_93.24_Sphingobacterium_composti_1449_100"
"Zotu.1212","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella_lytica","CZVG01000009.GWSSpe71_98.23_Legionella_lytica_1465_98.294"
"Zotu.1213","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","[Eubacterium]_biforme","GQ897724.Unc04d8s_95.07_[Eubacterium]_biforme_1460_97.808"
"Zotu.1214","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-005_unclass","AB506393.Unc04is3_93.85_Intestinimonas_butyriciproducens_1458_91.701"
"Zotu.1215","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_terrigena","AB596952.Unc79652_99.93_Comamonas_terrigena_1452_98.003"
"Zotu.1216","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014_unclass","KC836004.Unc68854_86.29_[Clostridium]_cellulolyticum_1322_85.25"
"Zotu.1217","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella_granuli","AB187585.J1OGran3_98.45_Shinella_granuli_1406_100"
"Zotu.1218","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_indologenes","AAAA02013830.OrySat50_98.53_Chryseobacterium_indologenes_1438_98.887"
"Zotu.1219","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas_terricola","AY963358.Unc67702_96.25_Luteimonas_terricola_1467_97.41"
"Zotu.1220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus_suwonensis","AF537293.BcsS1041_100_Ureibacillus_suwonensis_1472_99.185"
"Zotu.1221","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas_testosteroni","AB007997.H9NTes31_100_Comamonas_testosteroni_1454_99.931"
"Zotu.1222","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter","Falsirhodobacter_unclass","FM958421.UncA9082_95.74_Falsirhodobacter_halotolerans_1355_96.827"
"Zotu.1223","Bacteria","TM6_","TM6_","TM6_","TM6_","TM6_","TM6__unclass","KC619589.Unc35449_88.81_Desulforhopalus_singaporensis_1489_78.912"
"Zotu.1224","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis_baichengensis","AF195411.Nd7Halo3_100_Nocardiopsis_baichengensis_1458_99.863"
"Zotu.1225","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens","Ethanoligenens_harbinense","AY295777.IBZHarb6_99.87_Ethanoligenens_harbinense_1425_100"
"Zotu.1226","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium_thailandense","X92630.I54Thail_97.75_Dactylosporangium_thailandense_1435_100"
"Zotu.1227","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Falsibacillus","Falsibacillus_pallidus","EU333888.BcsS1045_96.01_Falsibacillus_pallidus_1413_100"
"Zotu.1228","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","Aeribacillus_pallidus","AB089222.BcsSp241_100_Aeribacillus_pallidus_1477_99.594"
"Zotu.1229","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter_xinjiangensis","FN397680.IP4Speci_95.51_Altererythrobacter_xinjiangensis_1412_97.521"
"Zotu.1230","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_exovorus","CP003537.I6JExovo_92.84_Bdellovibrio_exovorus_1435_100"
"Zotu.1231","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax_defluvii","AB237666.Unc78637_99.24_Acidovorax_defluvii_1454_99.381"
"Zotu.1232","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Coriobacteriaceae_unclass","Coriobacteriaceae_unclass","KM650261.Unc051un_94.27_Raoultibacter_massiliensis_1436_90.529"
"Zotu.1233","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","Singulisphaera_unclass","HQ218669.Unc63485_96.94_Singulisphaera_rosea_1418_97.038"
"Zotu.1234","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","Peptococcus_unclass","AM696869.UncB5840_90.07_Peptococcus_niger_1499_90.26"
"Zotu.1235","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_dura","GQ396932.Unc32013_96.45_Massilia_dura_1449_98.965"
"Zotu.1236","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_unclass","FJ478498.Unc05pcc_95.57_Pedomicrobium_americanum_1409_96.097"
"Zotu.1237","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax_ginsengisoli","AB255106.Unc37161_98.93_Variovorax_ginsengisoli_1456_99.313"
"Zotu.1238","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclass","Moraxellaceae_unclass","HQ120577.Unc33272_94.45_Cavicella_subterranea_1395_90.968"
"Zotu.1239","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","Blastocatellaceae__unclass","Blastocatellaceae__unclass","GQ264336.Unc70262_95.97_Aridibacter_famidurans_1447_93.642"
"Zotu.1240","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_japonica","AY622320.F1NPu197_100_Pseudomonas_japonica_1458_99.383"
"Zotu.1241","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea_jabiensis","HQ157186.N12Jabie_97.37_Nonomuraea_jabiensis_1441_100"
"Zotu.1242","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass","DQ984612.Unc25227_97.67_Povalibacter_uvarum_1461_90.623"
"Zotu.1243","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","Anaerococcus_prevotii","AB696240.Unc84679_97.93_Anaerococcus_prevotii_1448_98.273"
"Zotu.1244","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Psychroglaciecola","Psychroglaciecola_unclass","KF037473.Unc86991_93.58_Microvirga_subterranea_1415_94.134"
"Zotu.1245","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_mucogenicum","AJ271863.G2FSpe85_100_Mycobacterium_mucogenicum_1438_99.583"
"Zotu.1246","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_haifense","JX005906.HZ9Sp106_97.08_Chryseobacterium_haifense_1438_97.218"
"Zotu.1247","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","Rhizobacter_dauci","AB297965.Ri9Dauci_97.77_Rhizobacter_dauci_1447_100"
"Zotu.1248","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas","Aureimonas_unclass","AB600133.IR2Spec6_93.95_Aureimonas_phyllosphaerae_1407_96.944"
"Zotu.1249","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcaceae_unclass","Streptococcaceae_unclass","FJ542856.UncLa123_92.56_Lactococcus_raffinolactis_1483_95.55"
"Zotu.1250","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Ammoniibacillus","Ammoniibacillus_unclass","AB745450.GZ6Agari_100_Paenibacillus_timonensis_1419_91.896"
"Zotu.1251","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_timonensis","AKGF01000038.GFKTimon_95.99_Actinomyces_timonensis_1463_99.863"
"Zotu.1252","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Luteimonas_abyssi","AOTI010667278.TcmUra15_96.59_Luteimonas_abyssi_1466_99.113"
"Zotu.1253","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia_unclass","CP009302.I76Bact2_93.3_Adlercreutzia_equolifaciens_1437_94.154"
"Zotu.1254","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_haifense","JX005906.HZ9Sp106_97.08_Chryseobacterium_haifense_1438_97.218"
"Zotu.1255","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Filimonas","Filimonas_unclass","KR780052.I7ASpec5_90.19_Filimonas_lacunae_1452_93.526"
"Zotu.1256","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_unclass","AUSA02000014.Rz0Bact2_96.92_Rhizobium_rhizoryzae_1402_97.147"
"Zotu.1257","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter_capsulatus","AB017797.Rd3Spec5_100_Rhodobacter_capsulatus_1388_99.352"
"Zotu.1258","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum_orale","AF201981.G7WHOral_100_Lachnoanaerobaculum_orale_1417_99.435"
"Zotu.1259","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus_radiophilus","Y11333.I26Radi5_91.28_Deinococcus_radiophilus_1427_100"
"Zotu.1260","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eisenbergiella","Eisenbergiella_massiliensis","AWST01000112.CsrSpe27_91.2_Eisenbergiella_massiliensis_1453_99.449"
"Zotu.1261","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacterales_Incertae_Sedis","Terrimicrobium","Terrimicrobium_unclass","FJ542833.UncVe203_88.94_Terrimicrobium_sacchariphilum_1378_93.324"
"Zotu.1262","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_echigonensis","AB248535.HCJEchig_96.72_Amycolatopsis_echigonensis_1442_100"
"Zotu.1263","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_axinellae","EU214970.GQTSp587_97.3_Streptomyces_axinellae_1422_99.648"
"Zotu.1264","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_drozdowiczii","AB249957.GQTDroz3_98.77_Streptomyces_drozdowiczii_1447_100"
"Zotu.1265","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","[Ruminococcus]_gnavus","JAGQ01000002.Ru2Gnav3_94.11_[Ruminococcus]_gnavus_1451_99.035"
"Zotu.1266","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","Ruminococcus_faecis","AB559610.Unc04jh1_98.54_Ruminococcus_faecis_1405_99.858"
"Zotu.1267","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_unclass","EF612402.UncA5684_94.34_Sphingomonas_sediminicola_1379_96.664"
"Zotu.1268","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_taichungense","JX042458.HZ9Taich_96.48_Chryseobacterium_taichungense_1434_98.396"
"Zotu.1269","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_brunescens","AB161360.GUFBrune_100_Lysobacter_brunescens_1463_100"
"Zotu.1270","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_horti","AY836770.BcsSpe34_95.77_Bacillus_horti_1489_96.709"
"Zotu.1271","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoflavimicrobium","Thermoflavimicrobium_unclass","HQ183748.Unc15481_90.51_Thermoflavimicrobium_dichotomicum_1399_95.354"
"Zotu.1272","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_unclass","KJ808511.Unc04j5y_96.54_Mesorhizobium_erdmanii_Mesorhizobium_jarvisii_1409_96.664"
"Zotu.1273","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_rivuli","JRLX01000051.H6DRivul_93.85_Flavobacterium_rivuli_1437_100"
"Zotu.1274","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora_sukumoe","KP663618.HVISpe33_98.36_Promicromonospora_sukumoe_1441_99.306"
"Zotu.1275","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter_unclass","DM168972.Unide436_96.54_Leucobacter_komagatae_1448_96.547"
"Zotu.1276","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_buccae","AB547675.H0LBucc3_98.04_Prevotella_buccae_1453_100"
